Ref,Common_group,Common_species,Genus,Species,fp,fpn,fp_last,ad,adn,ad_last,Column1
835,Firefinch,Jameson's,Lagonosticta,rhodopareia,0.7345,76,8/28/22,0.2355,53,6/20/22,835
837,Firefinch,Red-billed,Lagonosticta,senegala,28.1628,2914,9/25/22,4.5549,1025,9/28/22,837
838,Waxbill,Orange-breasted,Amandava,subflava,0.6862,71,9/18/22,0.0267,6,8/27/21,838
841,Waxbill,Black-faced,Brunhilda,erythronotos,1.817,188,9/16/22,0.1911,43,9/16/22,841
843,Waxbill,Common,Estrilda,astrild,15.1155,1564,9/26/22,2.3908,538,9/20/22,843
844,,Quailfinch,Ortygospiza,atricollis,0.5992,62,7/30/22,0.1378,31,8/27/22,844
846,Whydah,Pin-tailed,Vidua,macroura,17.3287,1793,9/18/22,3.1951,719,9/4/22,846
850,Indigobird,Purple,Vidua,purpurascens,0.0387,4,7/28/19,0.0178,4,5/14/22,850
851,Indigobird,Village,Vidua,chalybeata,7.5384,780,9/24/22,1.3332,300,9/7/22,851
852,Whydah,Long-tailed Paradise ,Vidua,paradisaea,2.1262,220,5/15/22,0.7599,171,5/14/22,852
853,Whydah,Broad-tailed Paradise ,Vidua,obtusa,0,0,-,0.0044,1,1/30/19,853
854,Finch,Cuckoo,Anomalospiza,imberbis,0.4156,43,9/26/22,0.0267,6,7/30/21,854
859,Canary,Yellow-fronted,Crithagra,mozambica,11.3366,1173,9/21/22,2.4219,545,9/2/22,859
863,Canary,Brimstone,Crithagra,sulphurata,12.1968,1262,9/18/22,1.9153,431,9/28/22,863
867,Seedeater,Streaky-headed,Crithagra,gularis,0.1063,11,5/8/21,0.0267,6,9/29/21,867
872,Bunting,Cinnamon-breasted,Emberiza,tahapisi,2.7834,288,9/26/22,0.5821,131,9/5/22,872
874,Bunting,Golden-breasted,Emberiza,flaviventris,5.4992,569,9/26/22,0.871,196,9/28/22,874
883,Heron,Malagasy Pond,Ardeola,idae,1.7396,180,9/21/22,0.0978,22,7/30/22,883
885,,Garganey,Spatula,querquedula,0.4349,45,3/8/22,0.1155,26,2/20/22,885
886,Pintail,Northern,Anas,acuta,0.2126,22,2/13/22,0.0489,11,2/23/20,886
887,Falcon,Taita,Falco,fasciinucha,0.0097,1,3/14/17,0.0044,1,7/22/21,887
888,Falcon,Sooty,Falco,concolor,0.0966,10,11/8/20,0.0311,7,3/30/22,888
889,Kestrel,Grey,Falco,ardosiaceus,0.3673,38,8/24/22,0.1644,37,9/18/22,889
892,Flufftail,Streaky-breasted,Sarothrura,boehmi,0,0,-,0.0044,1,12/9/19,892
894,Oystercatcher,Eurasian,Haematopus,ostralegus,0.1063,11,7/6/22,0.0089,2,5/21/22,894
897,Stint,Red-necked,Calidris,ruficollis,0.0193,2,10/15/16,0,0,-,897
898,Pratincole,Madagascan ,Glareola,ocularis,0.4639,48,8/30/22,0.0667,15,5/14/22,898
902,Tern,Gull-billed,Gelochelidon,nilotica,5.5862,578,8/30/22,1.2087,272,7/11/22,902
904,Swift,Scarce,Schoutedenapus,myoptilus,0.8891,92,9/4/22,0.0667,15,5/14/22,904
905,Tinkerbird,Green,Pogoniulus,simplex,0.4639,48,7/2/22,0.0533,12,7/2/22,905
906,Honeyguide,Pallid,Indicator,meliphilus,0.7828,81,5/14/22,0.1778,40,9/8/22,906
909,Oriole,Green-headed,Oriolus,chlorocephalus,0.4542,47,7/15/22,0.0978,22,3/27/22,909
911,Warbler,Eurasian Reed,Acrocephalus,scirpaceus,0.3286,34,1/15/22,0.0578,13,8/14/22,911
912,Warbler,Greater Swamp,Acrocephalus,rufescens,0.174,18,8/27/22,0.04,9,11/7/21,912
913,Crombec,Red-faced,Sylvietta,whytii,14.497,1500,9/26/22,1.6398,369,9/28/22,913
923,Cuckoo,Barred Long-tailed,Cercococcyx,montanus,0.116,12,1/21/22,0.0133,3,11/11/20,923
933,Gull,Black-headed,Chroicocephalus,ridibundus,0.3576,37,4/30/22,0.16,36,7/16/22,933
938,Tern,White-cheeked,Sterna,repressa,0.029,3,11/1/21,0.0133,3,3/18/20,938
939,Noddy,Lesser,Anous,tenuirostris,0.2126,22,8/10/21,0.0578,13,7/6/22,939
940,Dove,Rock,Columba,livia,2.0779,215,6/29/22,2.173,489,7/25/22,940
942,Turaco,Ross's,Tauraco,rossae,1.1888,123,9/5/22,0.2266,51,9/8/22,942
944,Trogon,Bar-tailed,Apaloderma,vittatum,0.6572,68,9/11/22,0.1155,26,9/20/22,944
945,Greenbul,Zanzibar Sombre ,Andropadus,importunus insularis,5.7891,599,11/25/21,0.9243,208,5/8/21,945
947,Warbler,Wood,Phylloscopus,sibilatrix,0,0,-,0.0044,1,3/25/05,947
949,Warbler,Basra Reed ,Acrocephalus,griseldis,0.2223,23,12/7/21,0.0222,5,12/3/21,949
954,Spurfowl,Hildebrandt's,Pternistis,hildebrandti,1.5753,163,9/25/22,0.3555,80,7/5/22,954
955,Plover,Little Ringed,Charadrius,dubius,0.3576,37,7/16/22,0.0889,20,5/14/22,955
957,Snipe,Common,Gallinago,gallinago,1.1984,124,4/10/22,0.2089,47,3/27/22,957
960,Barbet,White-headed,Lybius,leucocephalus,7.8767,815,9/25/22,0.8221,185,9/28/22,960
962,Swallow,Red-rumped,Cecropis,daurica,16.9614,1755,9/18/22,3.0574,688,9/24/22,962
964,Saw-wing,White-headed,Psalidoprocne,albiceps,4.3781,453,9/13/22,0.6044,136,9/25/22,964
965,Greenbul,Grey-olive,Phyllastrephus,cerviniventris,0.8505,88,6/17/22,0.0622,14,9/28/22,965
966,Chat,Sooty,Myrmecocichla,nigra,1.4014,145,7/30/22,0.5555,125,9/18/22,966
969,Blackcap,Blackcap,Sylvia,atricapilla,3.3053,342,4/9/22,0.4533,102,5/7/22,969
971,Widowbird,Marsh,Euplectes,hartlaubi,0.0097,1,7/26/21,0,0,-,971
973,Citril,African,Crithagra,citrinelloides,16.5265,1710,9/26/22,3.124,703,9/28/22,973
977,Boubou,Ethiopian ,Laniarius,aethiopicus,18.5948,1924,5/15/21,3.1329,705,10/17/20,977
979,Buzzard,Long-legged,Buteo,rufinus,0.0097,1,2/28/16,0.0044,1,11/21/17,979
981,Sandpiper,Broad-billed,Calidris,falcinellus,0.087,9,4/7/22,0,0,-,981
985,Stint,Temminck's,Calidris,temminckii,0.1546,16,1/24/22,0.0267,6,12/15/20,985
989,Crow,House,Corvus,splendens,13.8688,1435,9/21/22,6.928,1559,9/25/22,989
992,Falcon,Eleonora's,Falco,eleonorae,0.0387,4,4/8/19,0.0222,5,10/31/20,992
1004,Redstart,Common,Phoenicurus,phoenicurus,0.0097,1,4/23/19,0.0089,2,4/17/18,1004
1006,Sparrowhawk,Eurasian,Accipiter,nisus,0.058,6,1/22/22,0.0089,2,12/3/21,1006
1010,Wheatear,Isabelline,Oenanthe,isabellina,3.9335,407,4/7/22,1.0443,235,4/16/22,1010
1013,Frigatebird,Lesser,Fregata,ariel,0.0097,1,10/25/21,0.0267,6,11/2/21,1013
1022,Flycatcher,European Pied,Ficedula,hypoleuca,0.1063,11,11/28/21,0.0356,8,4/15/21,1022
1023,Wheatear,Pied,Oenanthe,pleschanka,2.1745,225,5/18/22,0.5688,128,3/30/22,1023
1028,Pipit,Red-throated,Anthus,cervinus,0.4832,50,2/9/22,0.1378,31,3/29/22,1028
1029,Vulture,Rüppell's,Gyps,rueppelli,4.3588,451,8/28/22,1.1421,257,9/18/22,1029
1031,Lapwing,Spur-winged,Vanellus,spinosus,13.0183,1347,9/26/22,3.6751,827,9/26/22,1031
1034,Bee-eater,White-throated,Merops,albicollis,10.1189,1047,9/11/22,2.3241,523,9/4/22,1034
1036,Coucal,White-browed,Centropus,superciliosus,31.0428,3212,9/26/22,5.8037,1306,9/25/22,1036
1039,Plover,Pacific Golden,Pluvialis,fulva,0.0677,7,2/5/22,0.0444,10,2/6/22,1039
1050,Barbet,Brown-breasted,Lybius,melanopterus,2.4452,253,5/14/22,0.4577,103,9/13/22,1050
1054,Chiffchaff,Common,Phylloscopus,collybita,0.0677,7,4/9/22,0.0044,1,2/25/18,1054
1063,Flycatcher,Swamp,Muscicapa,aquatica,0.9665,100,7/19/22,0.1111,25,7/16/22,1063
1064,Warbler,White-winged Swamp,Bradypterus,carpalis,0.174,18,11/30/21,0.0222,5,11/22/20,1064
1065,Weaver,Slender-billed,Ploceus,pelzelni,0.8408,87,8/27/22,0.0578,13,7/12/22,1065
1067,Warbler,Papyrus Yellow,Calamonastides,gracilirostris,0.0193,2,10/3/19,0.0044,1,12/21/20,1067
1068,Sunbird,Green-headed,Cyanomitra,verticalis,3.7016,383,9/20/22,0.5688,128,9/28/22,1068
1078,Gull,Slender-billed,Chroicocephalus,genei,0.029,3,7/16/22,0.0222,5,5/8/22,1078
1085,Robin-Chat,Grey-winged ,Cossypha,polioptera,0.3479,36,9/5/22,0.0667,15,7/30/21,1085
1086,Greenbul,Cabanis's,Phyllastrephus,cabanisi,3.4116,353,9/26/22,0.5421,122,9/14/22,1086
1090,Waxbill,Fawn-breasted,Estrilda,paludicola,0.029,3,12/19/20,0,0,-,1090
1098,Eagle,Greater Spotted,Clanga,clanga,0.087,9,1/8/22,0.0311,7,2/15/21,1098
1099,Apalis,Buff-throated,Apalis,rufogularis,0.4349,45,9/11/22,0.08,18,11/30/21,1099
1103,Apalis,Yellow-throated,Apalis,flavigularis,0.174,18,10/16/21,0.0133,3,7/10/21,1103
1105,Thrush,Olive,Turdus,olivaceus,0.2996,31,5/25/20,0.0844,19,6/7/20,1105
1106,Warbler,Evergreen Forest,Bradypterus,lopezi,0.145,15,11/6/16,0.0222,5,11/7/21,1106
1107,Warbler,Cinnamon Bracken,Bradypterus,cinnamomeus,2.7158,281,9/4/22,0.7732,174,9/5/22,1107
1109,Alethe,Brown-chested,Chamaetylas,poliocephala,1.2081,125,9/20/22,0.1955,44,6/27/22,1109
1111,Greenbul,Yellow-whiskered,Eurillas,latirostris,7.8863,816,9/20/22,1.6042,361,9/28/22,1111
1113,Greenbul,Honeyguide,Baeopogon,indicator,0.174,18,1/26/22,0.0178,4,12/26/20,1113
1114,Warbler,Black-faced Rufous,Bathmocercus,rufus,0.6282,65,1/27/22,0.1155,26,5/24/22,1114
1116,Sunbird,Green-throated,Chalcomitra,rubescens,0.3866,40,11/28/21,0.0311,7,8/11/21,1116
1117,Sunbird,Olive-bellied,Cinnyris,chloropygius,0.2416,25,1/8/22,0.0267,6,11/30/21,1117
1118,Sunbird,Golden-winged,Drepanorhynchus,reichenowi,5.2769,546,9/18/22,1.2798,288,9/12/22,1118
1125,Wattle-eye,Yellow-bellied,Platysteira,concreta,0.087,9,7/30/21,0.0267,6,8/11/21,1125
1127,Flycatcher,African Blue ,Elminia,longicauda,3.3923,351,9/4/22,0.5688,128,9/12/22,1127
1128,Flycatcher,Dusky Crested,Elminia,nigromitrata,0.0773,8,12/23/21,0.0133,3,8/11/21,1128
1129,Waxbill,Black-crowned,Estrilda,nonnula,0.2706,28,3/30/22,0.0356,8,4/24/22,1129
1132,Honeyguide,Least,Indicator,exilis,0.1643,17,1/25/22,0.0267,6,11/30/21,1132
1133,Babbler,Grey-chested ,Kakamega,poliothorax,0.029,3,8/24/18,0.0133,3,11/19/20,1133
1141,Nigrita,Grey-headed,Nigrita,canicapillus,1.4787,153,9/11/22,0.1866,42,7/24/22,1141
1148,Wattle-eye,Brown-throated,Platysteira,cyanea,1.5077,156,9/13/22,0.1955,44,9/18/22,1148
1150,Weaver,Brown-capped,Ploceus,insignis,1.6333,169,9/20/22,0.1778,40,6/27/22,1150
1151,Weaver,Black-billed,Ploceus,melanogaster,0.6572,68,9/11/22,0.1378,31,11/21/21,1151
1152,Weaver,Vieillot's Black,Ploceus,nigerrimus,0.5509,57,9/11/22,0.0667,15,8/11/21,1152
1153,Weaver,Vitelline Masked ,Ploceus,vitellinus,5.5088,570,9/4/22,0.8799,198,7/29/22,1153
1155,Prinia,Banded,Prinia,bairdii,0.3383,35,12/23/21,0.0311,7,8/13/21,1155
1159,Seedeater,Thick-billed,Crithagra,burtoni,2.0682,214,9/4/22,0.3911,88,9/20/22,1159
1168,Thrush,African,Turdus,pelios,4.871,504,9/3/22,0.9688,218,8/21/22,1168
1187,Weaver,Black-necked,Ploceus,nigricollis,3.6049,373,9/16/22,0.6177,139,9/17/22,1187
1188,Woodpecker,Buff-spotted,Pardipicus,nivosus,0.0966,10,1/26/22,0.0178,4,12/12/20,1188
1189,Camaroptera,Olive-green,Camaroptera,chloronota,0.5605,58,7/20/22,0.08,18,8/11/21,1189
1190,Bluebill,Red-headed,Spermophaga,ruficapilla,0.5026,52,12/25/21,0.0489,11,11/30/21,1190
1191,Bristlebill,Red-tailed,Bleda,syndactylus,0.5122,53,1/26/22,0.0667,15,5/24/22,1191
1193,Illadopsis,Scaly-breasted,Illadopsis,albipectus,0.3093,32,12/23/21,0.0133,3,10/17/20,1193
1200,Ostrich,Somali,Struthio,molybdophanes,1.73,179,8/14/22,0.7643,172,8/1/22,1200
1234,Spurfowl,Jackson's,Pternistis,jacksoni,0.3286,34,9/20/22,0.3999,90,7/16/22,1234
1236,Spurfowl,Yellow-necked,Pternistis,leucoscepus,13.1342,1359,9/21/22,3.1862,717,9/26/22,1236
1246,Spurfowl,Scaly,Pternistis,squamatus,1.9039,197,9/4/22,0.24,54,7/16/22,1246
1250,Partridge,Stone,Ptilopachus,petrosus,0.8022,83,9/2/22,0.0356,8,12/27/21,1250
1254,Francolin,Moorland,Scleroptila,psilolaema,0,0,-,0.0222,5,7/30/21,1254
1256,Francolin,Ring-necked,Scleroptila,streptophora,0.0097,1,6/7/18,0,0,-,1256
1260,Guineafowl,Vulturine,Acryllium,vulturinum,3.8369,397,9/26/22,1.3109,295,9/26/22,1260
1274,Teal,Eurasian,Anas,crecca,0.029,3,1/16/22,0.0089,2,2/6/21,1274
1280,Wigeon,Eurasian,Mareca,penelope,0.0097,1,1/5/15,0,0,-,1280
1294,Duck,Ring-necked,Aythya,collaris,0.0097,1,7/28/14,0,0,-,1294
1344,,Quail-plover,Ortyxelos,meiffrenii,0.0097,1,11/23/16,0.0089,2,5/20/21,1344
1350,Honeyguide,Thick-billed,Indicator,conirostris,0.0483,5,11/11/21,0.0044,1,11/19/20,1350
1364,Honeybird,Cassin's,Prodotiscus,insignis,0.0193,2,8/31/21,0.0044,1,8/1/19,1364
1366,Woodpecker,Mombasa,Campethera,mombassica,2.7061,280,8/19/22,0.6932,156,9/24/22,1366
1368,Woodpecker,Brown-eared,Pardipicus,caroli,0.1836,19,1/25/22,0.0089,2,5/9/20,1368
1372,Woodpecker,Nubian,Campethera,nubica,21.4555,2220,9/26/22,3.0796,693,9/26/22,1372
1376,Woodpecker,Tullberg's ,Campethera,tullbergi,0.8891,92,9/20/22,0.1555,35,6/27/22,1376
1384,Woodpecker,Eastern Grey,Dendropicos,spodocephalus,0.8118,84,9/25/22,0.2044,46,9/18/22,1384
1392,Woodpecker,African Grey,Dendropicos,goertae,9.0654,938,9/13/22,1.3332,300,9/24/22,1392
1394,Woodpecker,Speckle-breasted,Dendropicos,poecilolaemus,0,0,-,0.0044,1,9/28/19,1394
1400,Woodpecker,Yellow-crested,Chloropicus,xantholophus,0.2706,28,1/25/22,0.0356,8,5/24/22,1400
1402,Wryneck,Eurasian,Jynx,torquilla,0.0097,1,1/20/20,0.0044,1,11/14/10,1402
1406,Woodpecker,African Grey,Dendropicos,goertae,0.2513,26,1/14/18,0.0444,10,2/21/21,1406
1410,Woodpecker,Brown-backed,Dendropicos,obsoletus,1.0921,113,8/21/22,0.2266,51,8/31/22,1410
1414,Barbet,Yellow-spotted,Buccanodon,duchaillui,0.5509,57,1/27/22,0.0578,13,11/30/21,1414
1416,Barbet,Grey-throated,Gymnobucco,bonapartei,0.9858,102,9/1/22,0.1289,29,5/24/22,1416
1422,Barbet,Double-toothed,Lybius,bidentatus,1.411,146,9/4/22,0.2089,47,8/11/22,1422
1428,Barbet,Black-billed,Lybius,guifsobalito,0.2416,25,9/2/22,0.0356,8,4/22/22,1428
1442,Tinkerbird,Moustached ,Pogoniulus,leucomystax,0.7635,79,9/4/22,0.1022,23,6/27/22,1442
1452,Barbet,D'Arnaud's ,Trachyphonus,darnaudii,11.2593,1165,9/16/22,2.2975,517,9/17/22,1452
1454,Barbet,Red-and-yellow,Trachyphonus,erythrocephalus,6.3593,658,9/21/22,1.342,302,9/17/22,1454
1458,Barbet,Yellow-billed,Trachyphonus,purpuratus,0.8698,90,9/11/22,0.0844,19,7/24/22,1458
1462,Barbet,Red-fronted,Tricholaema,diademata,9.0654,938,9/3/22,1.0399,234,9/17/22,1462
1468,Barbet,Hairy-breasted,Tricholaema,hirsuta,0.2416,25,10/23/21,0.0356,8,5/24/22,1468
1470,Barbet,Spot-flanked,Tricholaema,lacrymosa,11.1143,1150,9/26/22,1.2398,279,9/20/22,1470
1472,Barbet,Black-throated,Tricholaema,melanocephala,4.3104,446,9/11/22,0.6444,145,9/17/22,1472
1484,Hornbill,Black-and-white-casqued,Bycanistes,subcylindricus,1.817,188,9/1/22,0.3911,88,9/24/22,1484
1490,Hornbill,Von der Decken's,Tockus,deckeni,12.5544,1299,9/26/22,3.4751,782,9/26/22,1490
1494,Hornbill,Eastern Yellow-billed ,Tockus,flavirostris,3.8562,399,9/26/22,0.991,223,9/26/22,1494
1498,Hornbill,Hemprich's,Lophoceros,hemprichii,0.3383,35,9/4/22,0.0489,11,5/1/22,1498
1500,Hornbill,Jackson's,Tockus,jacksoni,0.6669,69,9/2/22,0.1422,32,9/6/22,1500
1508,Hornbill,Northern Red-billed,Tockus,erythrorhynchus,5.4219,561,9/26/22,1.9686,443,9/26/22,1508
1510,Hornbill,Abyssinian Ground ,Bucorvus,abyssinicus,0.058,6,10/3/19,0,0,-,1510
1512,Hoopoe,Eurasian,Upupa,epops,2.6578,275,5/4/22,0.4044,91,5/1/22,1512
1516,Wood Hoopoe,White-headed ,Phoeniculus,bollei,0.8505,88,9/11/22,0.1689,38,7/16/22,1516
1526,Scimitarbill,Abyssinian ,Rhinopomastus,minor,6.4656,669,9/9/22,0.9154,206,9/6/22,1526
1530,Roller,Abyssinian,Coracias,abyssinicus,0.1353,14,5/4/22,0.0978,22,7/30/22,1530
1574,Bee-eater,Blue-headed,Merops,muelleri,0.3769,39,9/11/22,0.04,9,8/11/21,1574
1576,Bee-eater,Northern Carmine,Merops,nubicus,6.3883,661,8/27/22,1.7642,397,9/8/22,1576
1578,Bee-eater,Cinnamon-chested,Merops,oreobates,16.8551,1744,9/25/22,3.9284,884,9/28/22,1578
1582,Bee-eater,Somali,Merops,revoilii,1.0148,105,7/31/22,0.36,81,7/20/22,1582
1584,Bee-eater,Blue-breasted,Merops,variegatus,0.0387,4,6/18/22,0,0,-,1584
1588,Mousebird,White-headed,Colius,leucocephalus,1.5657,162,8/14/22,0.2444,55,9/5/22,1588
1590,Mousebird,Blue-naped,Urocolius,macrourus,18.3435,1898,9/26/22,3.6706,826,9/26/22,1590
1596,Malkoha,Blue ,Ceuthmochares,aereus,0.6185,64,8/19/22,0.0978,22,8/21/22,1596
1620,Cuckoo,Madagascan,Cuculus,rochii,0,0,-,0.0044,1,5/29/15,1620
1628,Coucal,Blue-headed,Centropus,monachus,0.9568,99,9/5/22,0.2222,50,7/24/22,1628
1636,Lovebird,Fischer's,Agapornis,fischeri,2.9091,301,9/13/22,0.8488,191,9/6/22,1636
1638,Lovebird,Yellow-collared,Agapornis,personatus,0.1353,14,1/20/22,0.0356,8,10/18/20,1638
1640,Lovebird,Red-headed,Agapornis,pullarius,0.0097,1,7/30/21,0.0089,2,7/12/21,1640
1656,Parrot,Red-fronted,Poicephalus,gulielmi,1.2564,130,8/23/22,0.3155,71,9/5/22,1656
1658,Parrot,Red-bellied ,Poicephalus,rufiventris,4.6197,478,9/26/22,0.8932,201,9/26/22,1658
1664,Parrot,Grey,Psittacus,erithacus,0.0773,8,12/23/21,0.0311,7,12/12/20,1664
1674,Swift,Forbes-Watson's,Apus,berliozi,0.0193,2,2/5/22,0,0,-,1674
1676,Swift,Nyanza,Apus,niansae,3.2473,336,9/18/22,0.6177,139,8/20/22,1676
1696,Turaco,Great Blue,Corythaeola,cristata,0.5122,53,1/25/22,0.0489,11,8/11/21,1696
1698,Go-away-bird,White-bellied,Crinifer,leucogaster,17.638,1825,9/26/22,4.3861,987,9/26/22,1698
1700,Go-away-bird,Bare-faced,Crinifer,personatus,2.5128,260,8/24/22,0.4088,92,9/18/22,1700
1704,Plantain-eater,Eastern ,Crinifer,zonurus,1.2661,131,9/2/22,0.1644,37,8/26/22,1704
1716,Turaco,Fischer's,Tauraco,fischeri,2.3195,240,8/19/22,0.4933,111,3/27/22,1716
1718,Turaco,Hartlaub's,Tauraco,hartlaubi,7.5964,786,9/20/22,1.8309,412,9/14/22,1718
1720,Turaco,White-crested,Tauraco,leucolophus,0.3963,41,9/2/22,0.1422,32,5/14/22,1720
1730,Turaco,Black-billed,Tauraco,schuettii,0.116,12,1/25/22,0.0178,4,8/11/21,1730
1754,Eagle-Owl,Greyish,Bubo,cinerascens,0.2899,30,5/1/22,0.04,9,5/5/22,1754
1780,Owl,Sokoke Scops,Otus,ireneae,0.6185,64,8/19/22,0.1333,30,7/2/22,1780
1790,Owl,Eurasian Scops,Otus,scops,0.0097,1,2/7/18,0.0044,1,2/17/19,1790
1792,Owl,Northern White-faced Scops,Ptilopsis,leucotis,0.2996,31,5/14/22,0.0667,15,5/14/22,1792
1814,Nightjar,Slender-tailed,Caprimulgus,clarus,2.3388,242,9/11/22,0.2711,61,9/3/22,1814
1818,Nightjar,Donaldson Smith's,Caprimulgus,donaldsoni,0.7248,75,9/26/22,0.0578,13,9/26/22,1818
1824,Nightjar,Sombre,Caprimulgus,fraenatus,1.0631,110,6/18/22,0.1022,23,9/7/22,1824
1826,Nightjar,Plain,Caprimulgus,inornatus,0.3576,37,3/9/22,0.0311,7,12/6/21,1826
1830,Nightjar,Nubian,Caprimulgus,nubicus,0.0677,7,9/26/22,0.0089,2,9/26/22,1830
1838,Nightjar,Standard-winged,Caprimulgus,longipennis,0.0097,1,5/1/22,0.0044,1,5/2/22,1838
1874,Dove,Dusky Turtle,Streptopelia,lugens,6.5333,676,9/4/22,1.1021,248,9/5/22,1874
1888,Pigeon,Bruce's Green,Treron,waalia,0.0097,1,11/12/14,0,0,-,1888
1890,Dove,Black-billed Wood,Turtur,abyssinicus,0.0097,1,5/3/22,0,0,-,1890
1894,Bustard,Arabian,Ardeotis,arabs,0.029,3,5/6/22,0,0,-,1894
1900,Bustard,Buff-crested,Lophotis,gindiana,3.6339,376,9/9/22,1.2976,292,9/17/22,1900
1906,Bustard,Hartlaub's,Lissotis,hartlaubii,0.9471,98,9/21/22,0.2222,50,7/25/22,1906
1910,Bustard,Heuglin's,Neotis,heuglinii,0.087,9,8/4/21,0.0356,8,11/2/21,1910
1936,Rail,Water,Rallus,aquaticus,0.0097,1,10/20/21,0,0,-,1936
1944,Flufftail,White-spotted,Sarothrura,pulchra,0.2996,31,1/26/22,0.0222,5,8/11/21,1944
1958,Sandgrouse,Black-faced,Pterocles,decoratus,4.7647,493,9/26/22,1.5865,357,9/26/22,1958
1960,Sandgrouse,Chestnut-bellied,Pterocles,exustus,1.4497,150,8/12/22,0.6621,149,8/3/22,1960
1962,Sandgrouse,Lichtenstein's,Pterocles,lichtensteinii,0.4542,47,6/18/22,0.0889,20,5/3/22,1962
1968,Sandgrouse,Four-banded,Pterocles,quadricinctus,0.0677,7,5/4/22,0.0089,2,5/5/22,1968
1998,Stone-curlew,Eurasian ,Burhinus,oedicnemus,0,0,-,0.0044,1,11/2/03,1998
2000,Thick-knee,Senegal,Burhinus,senegalensis,0.1643,17,5/8/22,0.0267,6,5/8/22,2000
2018,Lapwing,Brown-chested,Vanellus,superciliosus,0,0,-,0.0044,1,10/17/19,2018
2020,Lapwing,Black-headed,Vanellus,tectus,1.7976,186,9/9/22,0.7599,171,9/15/22,2020
2026,Courser,Somali,Cursorius,somalensis,0.4156,43,5/4/22,0.4266,96,9/5/22,2026
2042,Gull,Heuglin's,Larus,heuglini,0.0773,8,4/16/18,0.0178,4,11/12/17,2042
2052,Gull,Mew ,Larus,canus,0.0193,2,11/23/19,0,0,-,2052
2058,Gull,Sooty,Ichthyaetus,hemprichii,2.0586,213,8/21/22,0.6799,153,7/30/22,2058
2070,Tern,Saunders's,Sternula,saundersi,1.3144,136,4/16/22,0.3244,73,5/14/22,2070
2074,Sparrowhawk,Levant,Accipiter,brevipes,0.0193,2,10/25/20,0.0044,1,3/30/18,2074
2096,Eagle,Eastern Imperial,Aquila,heliaca,0.0387,4,5/3/22,0.0044,1,12/2/03,2096
2100,Buzzard,Grasshopper,Butastur,rufipennis,0.1643,17,3/10/22,0.1955,44,5/2/22,2100
2112,Buzzard,Mountain,Buteo,oreophilus,1.2371,128,8/24/22,0.4044,91,9/5/22,2112
2114,Kite,Scissor-tailed,Chelictinia,riocourii,0.0966,10,5/4/22,0.0311,7,11/3/21,2114
2116,Eagle,Beaudouin's Snake ,Circaetus,beaudouini,0.0097,1,8/11/15,0.0044,1,2/5/21,2116
2136,Goshawk,Eastern Chanting,Melierax,poliopterus,6.7073,694,9/26/22,2.8796,648,9/26/22,2136
2140,Buzzard,Crested Honey,Pernis,ptilorhynchus,0.0097,1,2/1/21,0,0,-,2140
2144,Cassin's,Hawk-Eagle,Aquila,africana,0.0097,1,4/4/22,0.0044,1,11/20/21,2144
2148,Falcon,Barbary,Falco,pelegrinoides,0,0,-,0.0044,1,11/6/00,2148
2152,Kestrel,Fox,Falco,alopex,0.058,6,5/4/22,0.0222,5,5/2/22,2152
2162,Kestrel,Common,Falco,tinnunculus,1.8459,191,9/4/22,0.4933,111,5/1/22,2162
2188,Egret,Dimorphic,Egretta,dimorpha,3.5469,367,8/19/22,0.7732,174,9/1/22,2188
2190,Heron,Western Reef,Egretta,gularis,0.087,9,2/27/22,0.0267,6,11/30/20,2190
2202,Ibis,Olive,Bostrychia,olivacea,0.1836,19,4/4/22,0.0356,8,4/20/22,2202
2274,Shrike,Yellow-billed,Corvinella,corvina,0.0677,7,9/2/22,0.0089,2,4/12/22,2274
2276,Shrike,Northern White-crowned,Eurocephalus,ruppelli,14.7676,1528,9/26/22,4.435,998,9/26/22,2276
2278,Fiscal,Long-tailed,Lanius,cabanisi,13.4532,1392,9/21/22,3.2529,732,9/25/22,2278
2280,Fiscal,Taita,Lanius,dorsalis,4.6004,476,9/16/22,2.0797,468,9/16/22,2280
2284,Fiscal,Grey-backed,Lanius,excubitoroides,7.1132,736,9/13/22,1.8709,421,9/20/22,2284
2288,Shrike,Isabelline,Lanius,isabellinus,5.2286,541,4/19/22,1.0354,233,4/15/22,2288
2290,Shrike,Mackinnon's,Lanius,mackinnoni,0.5992,62,1/25/22,0.0667,15,9/1/21,2290
2296,Shrike,Masked,Lanius,nubicus,0,0,-,0.0044,1,3/2/17,2296
2298,Fiscal,Somali,Lanius,somalicus,0.5219,54,8/14/22,0.4977,112,5/1/22,2298
2300,Shrike,Magpie,Urolestes,melanoleucus,0.2706,28,6/26/18,0.0356,8,12/20/17,2300
2320,Batis,Eastern Black-headed,Batis,minor,3.5952,372,9/12/22,0.3022,68,7/2/22,2320
2326,Batis,Pygmy,Batis,perkeo,2.3582,244,7/31/22,0.3155,71,9/5/22,2326
2340,Cuckooshrike,Petit's ,Campephaga,petiti,0.4349,45,1/25/22,0.0356,8,8/11/21,2340
2344,Cuckooshrike,Purple-throated ,Campephaga,quiscalina,0.4736,49,9/4/22,0.0711,16,2/17/22,2344
2362,Crow,Somali,Corvus,edithae,0.5219,54,7/23/22,0.7954,179,5/1/22,2362
